"created_at","id","id_str","text","truncated","entities:hashtags","entities:symbols","entities:user_mentions","entities:urls:url","entities:urls:expanded_url","entities:urls:display_url","entities:urls:indices","metadata:iso_language_code","metadata:result_type","source","in_reply_to_status_id","in_reply_to_status_id_str","in_reply_to_user_id","in_reply_to_user_id_str","in_reply_to_screen_name","user:id","user:id_str","user:name","user:screen_name","user:location","user:description","user:url","user:entities:url:urls:url","user:entities:url:urls:expanded_url","user:entities:url:urls:display_url","user:entities:url:urls:indices","user:entities:description:urls","user:protected","user:followers_count","user:friends_count","user:listed_count","user:created_at","user:favourites_count","user:utc_offset","user:time_zone","user:geo_enabled","user:verified","user:statuses_count","user:lang","user:contributors_enabled","user:is_translator","user:is_translation_enabled","user:profile_background_color","user:profile_background_image_url","user:profile_background_image_url_https","user:profile_background_tile","user:profile_image_url","user:profile_image_url_https","user:profile_banner_url","user:profile_link_color","user:profile_sidebar_border_color","user:profile_sidebar_fill_color","user:profile_text_color","user:profile_use_background_image","user:has_extended_profile","user:default_profile","user:default_profile_image","user:following","user:follow_request_sent","user:notifications","user:translator_type","geo","coordinates","place:id","place:url","place:place_type","place:name","place:full_name","place:country_code","place:country","place:contained_within","place:bounding_box:type","place:bounding_box:coordinates","place:attributes","contributors","is_quote_status","quoted_status_id","quoted_status_id_str","quoted_status:created_at","quoted_status:id","quoted_status:id_str","quoted_status:text","quoted_status:truncated","quoted_status:entities:hashtags","quoted_status:entities:symbols","quoted_status:entities:user_mentions:screen_name","quoted_status:entities:user_mentions:name","quoted_status:entities:user_mentions:id","quoted_status:entities:user_mentions:id_str","quoted_status:entities:user_mentions:indices","quoted_status:entities:urls:url","quoted_status:entities:urls:expanded_url","quoted_status:entities:urls:display_url","quoted_status:entities:urls:indices","quoted_status:metadata:iso_language_code","quoted_status:metadata:result_type","quoted_status:source","quoted_status:in_reply_to_status_id","quoted_status:in_reply_to_status_id_str","quoted_status:in_reply_to_user_id","quoted_status:in_reply_to_user_id_str","quoted_status:in_reply_to_screen_name","quoted_status:user:id","quoted_status:user:id_str","quoted_status:user:name","quoted_status:user:screen_name","quoted_status:user:location","quoted_status:user:description","quoted_status:user:url","quoted_status:user:entities:url:urls:url","quoted_status:user:entities:url:urls:expanded_url","quoted_status:user:entities:url:urls:display_url","quoted_status:user:entities:url:urls:indices","quoted_status:user:entities:description:urls","quoted_status:user:protected","quoted_status:user:followers_count","quoted_status:user:friends_count","quoted_status:user:listed_count","quoted_status:user:created_at","quoted_status:user:favourites_count","quoted_status:user:utc_offset","quoted_status:user:time_zone","quoted_status:user:geo_enabled","quoted_status:user:verified","quoted_status:user:statuses_count","quoted_status:user:lang","quoted_status:user:contributors_enabled","quoted_status:user:is_translator","quoted_status:user:is_translation_enabled","quoted_status:user:profile_background_color","quoted_status:user:profile_background_image_url","quoted_status:user:profile_background_image_url_https","quoted_status:user:profile_background_tile","quoted_status:user:profile_image_url","quoted_status:user:profile_image_url_https","quoted_status:user:profile_banner_url","quoted_status:user:profile_link_color","quoted_status:user:profile_sidebar_border_color","quoted_status:user:profile_sidebar_fill_color","quoted_status:user:profile_text_color","quoted_status:user:profile_use_background_image","quoted_status:user:has_extended_profile","quoted_status:user:default_profile","quoted_status:user:default_profile_image","quoted_status:user:following","quoted_status:user:follow_request_sent","quoted_status:user:notifications","quoted_status:user:translator_type","quoted_status:geo","quoted_status:coordinates","quoted_status:place","quoted_status:contributors","quoted_status:is_quote_status","quoted_status:retweet_count","quoted_status:favorite_count","quoted_status:favorited","quoted_status:retweeted","quoted_status:possibly_sensitive","quoted_status:lang","retweet_count","favorite_count","favorited","retweeted","possibly_sensitive","lang"
"Thu Mar 21 23:39:32 +0000 2019",1108875823082295296,"1108875823082295296","Want fourteen weeks of computer science content for middle years students?  I know I do. Here is something, and it… https://t.co/OLr1x733bw",TRUE,"()","()","()","https://t.co/OLr1x733bw","https://twitter.com/i/web/status/1108875823082295296","twitter.com/i/web/status/1…","116","en","recent","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",NA,NA,NA,NA,NA,669973,"669973","Steve Hadden","stevehadden","Biggar, Saskatchewan","Board Game Geek. Independent education, computer, science, math and technology teacher.","https://t.co/Llo0syUz0M","https://t.co/Llo0syUz0M","http://mrhadden.home.blog","mrhadden.home.blog","0","()",FALSE,215,369,22,"Sat Jan 20 06:28:49 +0000 2007",142,NA,NA,TRUE,FALSE,3949,"en",FALSE,FALSE,FALSE,"869362","http://abs.twimg.com/images/themes/theme9/bg.gif","https://abs.twimg.com/images/themes/theme9/bg.gif",FALSE,"http://pbs.twimg.com/profile_images/1084595433396191232/tskMeet8_normal.jpg","https://pbs.twimg.com/profile_images/1084595433396191232/tskMeet8_normal.jpg","https://pbs.twimg.com/profile_banners/669973/1537629012","1B95E0","FFFFFF","860705","FBFE9D",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,"0001e715cb649b08","https://api.twitter.com/1.1/geo/id/0001e715cb649b08.json","city","Biggar","Biggar, Saskatchewan","CA","Canada","()","Polygon","#(#(-108.002854 52.038325) #(-107.954745 52.038325) #(-107.954745 52.085265) #(-108.002854 52.085265))",(),NA,TRUE,1108861349990420481,"1108861349990420481","Thu Mar 21 22:42:02 +0000 2019",1108861349990420481,"1108861349990420481","New professional development materials from @MSMakeCode: https://t.co/74SglxOuKF

The materials accompany their pop… https://t.co/ehk29CSVeH",TRUE,"()","()","MSMakeCode","Microsoft MakeCode",853151395351937024,"853151395351937024","44","https://t.co/74SglxOuKF","https://makecode.microbit.org/courses/csintro","makecode.microbit.org/courses/csintro","57","en","recent","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,763102211639537665,"763102211639537665","Micro:bit Educational Foundation","microbit_edu","London, England","The home of the BBC micro:bit. Inspiring every child to create their best digital future. #microbit","https://t.co/RbyFh32ECh","https://t.co/RbyFh32ECh","http://microbit.org","microbit.org","0","()",FALSE,17475,750,302,"Tue Aug 09 19:58:39 +0000 2016",6544,NA,NA,TRUE,FALSE,3665,"en",FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/876199094292668416/KFZGFbtI_normal.jpg","https://pbs.twimg.com/profile_images/876199094292668416/KFZGFbtI_normal.jpg","https://pbs.twimg.com/profile_banners/763102211639537665/1552638903","0084B4","000000","000000","000000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,9,16,FALSE,FALSE,FALSE,"en",0,0,FALSE,FALSE,FALSE,"en"
