"created_at","id","id_str","text","truncated","entities:hashtags","entities:symbols","entities:user_mentions:screen_name","entities:user_mentions:name","entities:user_mentions:id","entities:user_mentions:id_str","entities:user_mentions:indices","entities:urls","metadata:iso_language_code","metadata:result_type","source","in_reply_to_status_id","in_reply_to_status_id_str","in_reply_to_user_id","in_reply_to_user_id_str","in_reply_to_screen_name","user:id","user:id_str","user:name","user:screen_name","user:location","user:description","user:url","user:entities:description:urls","user:protected","user:followers_count","user:friends_count","user:listed_count","user:created_at","user:favourites_count","user:utc_offset","user:time_zone","user:geo_enabled","user:verified","user:statuses_count","user:lang","user:contributors_enabled","user:is_translator","user:is_translation_enabled","user:profile_background_color","user:profile_background_image_url","user:profile_background_image_url_https","user:profile_background_tile","user:profile_image_url","user:profile_image_url_https","user:profile_banner_url","user:profile_link_color","user:profile_sidebar_border_color","user:profile_sidebar_fill_color","user:profile_text_color","user:profile_use_background_image","user:has_extended_profile","user:default_profile","user:default_profile_image","user:following","user:follow_request_sent","user:notifications","user:translator_type","geo","coordinates","place","contributors","is_quote_status","retweet_count","favorite_count","favorited","retweeted","lang"
"Tue Mar 26 19:35:14 +0000 2019",1110626280452571136,"1110626280452571136","@scottcryptodira My capitalist greed",FALSE,"()","()","scottcryptodira","Scott",427494112,"427494112","0","()","en","recent","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1110621420160049152,"1110621420160049152",427494112,"427494112","scottcryptodira",799491462,"799491462","Original Party Worm","comp_eric","","Stay Lost",NA,"()",FALSE,310,234,1,"Mon Sep 03 02:56:54 +0000 2012",9925,NA,NA,TRUE,FALSE,5458,"en",FALSE,FALSE,FALSE,"022330","http://abs.twimg.com/images/themes/theme15/bg.png","https://abs.twimg.com/images/themes/theme15/bg.png",FALSE,"http://pbs.twimg.com/profile_images/1068641823718031360/_XzBsBgj_normal.jpg","https://pbs.twimg.com/profile_images/1068641823718031360/_XzBsBgj_normal.jpg","https://pbs.twimg.com/profile_banners/799491462/1547693345","0084B4","A8C7F7","C0DFEC","333333",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,FALSE,0,0,FALSE,FALSE,"en"
